,V1,V2
X172830_27,1.999133064,1.788961039
X172830_45,1,1.788961039
X172842_14,2,NA
X172844_36,1.561044547,NA
X172855_31,1.961288065,1.998617372
X172855_64,1.99995311,1.999999998
X172856_59,1.741736099,NA
X172875_59,1.561044547,1.5
X172879_47,1.999520301,1.978551394
X172882_10,1.789704851,1
X172883_29,1.223880597,1.771324864
X172901_18,1.885426406,1.963109354
X172901_64,1,1.996813433
X172905_27,1.541717824,1.959296469
X172906_5,1.503785673,NA
X172912_33,1.998586835,NA
X172922_29,1.920229954,1.989867485
X172934_43,1.999973709,1.999999998
X172938_61,1.99966069,1.992909113
X172943_44,1.561044547,NA
X172943_51,1.917447983,NA
X172943_52,1.74331259,NA
X172954_55,1.999415673,NA
X172968_28,1.999999998,2
X172969_32,1.648295074,NA
X172969_50,1.995137952,NA
X172973_24,1.54802102,NA
X172979_59,1.985015323,1.771324864
X172982_33,1,1.868852459
X172985_31,1.931740853,1
X172990_57,1.241935484,1.951740637
X172991_65,1.999990503,2
X173000_15,1.999991002,1.999999993
X173000_39,1.803581036,1.868852459
X173000_64,1.853636239,1
X173008_62,1.223880597,1.943800178
X173016_25,1.999774745,1.999399992
X173016_45,1.99999997,2
X173021_6,1.999967319,1.985259063
X173022_17,1.973317311,1
X173030_64,1.999999994,1.999999968
X173033_49,1.998720957,1.999988135
X173033_58,1.998720957,1.999988135
X173041_28,1.858829625,1
X173047_10,1.999999974,2
X173047_42,1.983035417,NA
X173050_19,1.99997338,NA
X173050_43,1.925111968,NA
X173053_7,1,1.996335048
X173056_21,1.999999649,1.999999999
X173056_22,1.894418795,1
X173056_57,1.974616866,1.864361702
X173058_12,1.796611398,1.997163645
X173058_21,1.975928495,1.959296469
X173062_49,NA,1.576923077
X173062_50,NA,1.576923077
X173069_6,1.999999999,NA
X173069_21,1.999994296,1.999999962
X173069_50,1.999994984,2
X173069_66,1.991072627,1
X173070_48,1.227272727,1.754237288
X173071_5,1.999999999,2
X173071_31,1.99999852,1.999999891
X173074_22,1.234375,1.999938191
X173081_9,2,2
X173081_44,2,2
X173081_55,1.898887141,1.5
X173082_9,1.884763303,NA
X173082_36,1.99999341,NA
X173082_39,1.999991215,NA
X173096_6,1.999999885,1.999754133
X173096_16,1.999957877,1.986560042
X173096_19,1.978044777,1.986560042
X173098_59,NA,1.992682512
X173100_60,1.999995889,1.999293133
X173105_13,1.999999999,NA
X173128_57,1,1.973907226
X173134_43,1.999999458,2
X173138_54,1.997934777,1.997712469
X173142_51,1.997626231,1.994788588
X173146_10,1.998720957,1.993155994
X173146_68,1.98136192,1.996889088
X173147_56,NA,1.968880245
X173147_61,NA,1.993155994
X173161_47,1.956592059,1.535714286
X173170_21,1.78860604,1
X173171_9,1.999995635,1.999999993
X173171_19,1.999999167,1.999999993
X173171_52,1.990722859,1.999351396
X173172_7,NA,1.978551394
X173172_12,NA,1
X173175_66,1.989196074,NA
X173181_41,1.999927947,1.99997101
X173187_6,1.988924369,1.994728732
X173188_68,2,1.999996045
X173217_43,1.999999952,2
X173223_52,1.529605263,1.99804572
X173234_57,1.794333968,1.483870968
X173235_29,1.612341772,1.918400258
X173235_53,NA,1.99999331
X173238_21,1.99999771,1.999998742
X173238_24,1.99999771,1.999998336
X173238_48,1.648295074,1.771324864
X173247_7,1.739683473,1.930316742
X173247_18,1.375,1.930316742
X173247_19,1.739683473,1.930316742
X173248_19,1.999997957,1.999293133
X173254_23,1.993085079,1.943800178
X173255_7,1.999996737,1.999293133
X173255_36,1.999996737,1.999293133
X173259_13,1.800352879,1
X173263_35,1.999999953,NA
X173263_47,1.999999902,NA
X173263_60,1.729138167,NA
X173263_68,1.729138167,NA
X173273_42,1.999906329,1.999932962
X173273_50,1.644027589,1.844897959
X173281_22,1.596228202,NA
X173282_14,1.999932233,NA
X173282_33,1.999932233,NA
X173282_54,1.999998811,NA
X173282_58,1.999809815,NA
X173288_51,1.999770532,1.999999973
X173292_52,1.999613079,NA
X173300_45,1.999997666,NA
X173300_58,1.999667785,NA
X173307_51,1.999999971,NA
X173318_20,1.948525889,NA
X173326_60,1.99561167,1.985259063
X173327_39,1.99976735,1.999994497
X173330_65,1.999998861,2
X173330_67,1.999999385,2
X173330_68,1.999999322,2
X173337_14,1.726047234,1
X173337_38,1.272727273,1.771324864
X173337_57,1.85970074,1.999996045
X173349_39,1.999412171,1.893829401
X173350_52,1.999999844,NA
X173351_58,1.999985811,1.999999993
X173352_33,1.223880597,1.973907226
X173357_35,1.997385343,1.988139648
X173362_19,1.761441091,NA
X173362_42,1.863589043,NA
X173362_44,1.925804283,NA
X173362_50,1.612341772,NA
X173362_56,1.761441091,NA
X173362_64,1.872807342,NA
X173367_7,1.999999809,2
X173369_16,1.996078328,NA
X173374_18,1.729138167,NA
X173376_63,1.858829625,NA
X173392_20,1.944592579,1.517241379
X173392_21,1.944592579,1.555555556
X173397_40,1.90017168,1.996062048
X173397_66,1.452023988,1.990692114
X173398_38,1.724547264,NA
X173398_61,1.996797417,NA
X173404_8,1.999993299,1.999999782
X173404_23,1.999953015,1.999999782
X173416_21,1.99996642,NA
X173416_28,1.998977428,NA
X173416_59,1.998977428,NA
X173419_37,1.999999921,1.999997748
X173419_61,2,1.999997748
X173422_56,1.998513811,1.997560837
X173422_57,1.998698424,1.997560837
X173428_57,1.999998456,1.999999745
X173433_31,1.375,1.99804572
X173433_42,1.993761113,1.555555556
X173433_46,1.375,1.99804572
X173433_58,1.375,1.99804572
X173433_65,1.999996724,1.999754133
X173439_17,1.935021668,1.737704918
X173442_30,1.223880597,1.992909113
X173445_52,1.999868476,1.996889088
X173450_34,1.956592864,1.483870968
X173452_62,1.846502792,NA
X173456_34,NA,1.893829401
X173460_66,1.554461942,1.993155994
X173462_68,1.54802102,1.993155994
X173464_31,1.999990503,NA
X173474_19,1.999998456,1.999884038
X173475_41,1.817664038,1.988139648
X173476_12,1.925312742,NA
X173476_24,1.99996642,NA
X173476_26,1.99996642,NA
X173476_41,1.999813951,NA
X173476_57,1.558052434,NA
X173477_16,1.227272727,NA
X173477_17,1.227272727,NA
X173481_63,NA,1.906204906
X173483_31,2,NA
X173487_31,1.74331259,1.943800178
X173487_48,1.74331259,1.943800178
X173490_64,1.375,1.941836735
X173492_67,NA,1.999575078
X173493_14,1.928420119,1.935537649
X173500_12,2,NA
X173500_13,1.741736099,1
X173501_14,1.999977323,NA
X173502_26,1.404233171,1.893829401
X173502_41,1.794333968,1.754237288
X173508_16,1.766171286,NA
X173508_50,1.97708276,NA
X173511_18,1.999999971,NA
X173511_24,1.962839486,NA
X173511_50,1.999697967,NA
X173514_15,1.999985737,1.996889088
X173514_29,1.996468307,1.999958189
X173516_25,1.43907563,1.652173913
X173521_35,1,1.992682512
X173521_37,1,1.992682512
X173521_43,1.611442611,1.999932962
X173526_35,1.641911443,1
X173528_20,1.98136192,1
X173528_24,1.997828602,NA
X173528_27,1,1.844897959
X173528_48,1.996348103,1.941836735
X173528_50,1.761441091,1
X173536_14,NA,1.978551394
X173536_25,NA,1.893829401
X173536_46,NA,1.771324864
X173537_8,1.999995792,NA
X173537_21,1.596228202,NA
X173537_27,2,NA
X173538_7,1.730725916,1
X173544_16,1.996138385,1
X173544_29,1.272727273,1.754237288
X173548_19,1.999998977,2
X173556_28,1.915287385,NA
X173556_67,1.999520301,NA
X173571_52,1.998955686,1.997163645
X173572_60,1.885426406,NA
X173575_32,1.848467182,1
X173576_59,1.987672275,1.999032198
X173577_47,1.999999987,1.999999994
X173577_64,1.99933366,NA
X173578_6,NA,1.652173913
X173578_50,NA,1.999567779
X173580_7,1.999996602,2
X173587_35,1.928420119,1.999998742
X173587_45,1.398945124,1.951740637
X173587_51,1.404233171,1.951740637
X173598_10,1.970033857,1.918400258
X173598_22,1.972475869,1.999996867
X173598_25,1.997063058,1.807127883
X173598_43,1.972475869,1.999992116
X173598_53,1.972475869,1.999992116
X173603_53,2,2
X173603_56,1.761441091,1.844897959
X173611_21,1.999996811,NA
X173615_15,2,NA
X173615_25,1.999999999,NA
X173628_53,1.811772834,1.943800178
X173629_68,1.641911443,1.6
X173630_45,1.999414219,1.999988135
X173630_55,1.769389633,1.998378491
X173631_53,2,1.999999849
X173651_36,1.999721829,NA
X173656_22,1.708716377,NA
X173656_37,1.558052434,NA
X173660_35,1.398945124,1.737704918
X173662_65,1.843302071,1.918400258
X173663_63,1.939679874,1.844897959
X173663_66,1,1.941836735
X173667_12,1.99990845,NA
X173674_56,1.223880597,1.996062048
X173684_23,1.999667785,1.978551394
X173684_33,1.961695143,1.517241379
X173694_54,1.894418795,1.973907226
X173695_28,1.730725916,1.483870968
X173696_17,1.996512845,1.483870968
X173700_21,1.999999875,NA
X173703_44,1.99999997,1.999999028
X173704_19,1.982635739,NA
X173704_22,1.978044777,NA
X173704_25,1.998955686,NA
X173707_26,2,NA
X173713_6,1.558052434,NA
X173713_40,1.809159006,NA
X173713_47,1.340909091,NA
X173713_52,1.578659371,NA
X173713_62,1.333333333,NA
X173713_66,1.333333333,NA
X173717_9,1.999985811,1.999973923
X173717_53,1.999985811,1.999918044
X173724_13,1.944592579,1.989867485
X173734_13,1.989845924,1.999999998
X173734_44,1,1.943800178
X173740_41,1.953956175,1.483870968
X173740_47,1.230769231,1.737704918
X173745_15,1.999987974,1.999999999
X173745_61,1.943204311,1.825791855
X173745_62,1.943204311,1.825791855
X173745_64,1.943204311,1.844897959
X173745_67,1.943204311,1.825791855
X173756_52,1.994974233,1.999959125
X173756_59,1.991444859,1.999567779
X173757_20,1.907918418,NA
X173757_37,1.994046337,NA
X173759_42,1.999999971,2
X173764_5,2,1.999918044
X173775_28,1.848467182,1.951740637
X173775_45,1.97978811,1.998378491
X173775_54,1.848467182,1.951740637
X173775_63,1.848467182,1.771324864
X173777_47,1.953956175,1.988139648
X173780_12,1.99999747,NA
X173781_41,1.641911443,1.576923077
X173782_22,1.535548505,1.943800178
X173782_51,1.969061235,1.754237288
X173782_62,1.928420119,1.5
X173802_10,1.999988449,NA
X173808_67,1.891202286,NA
X173814_31,1.987958427,1.5
X173814_36,1.987958427,1.5
X173816_5,1.996621057,1.555555556
X173816_16,1.997722886,1.555555556
X173829_12,1.999999983,2
X173829_16,1.432868175,1.959296469
X173829_27,1.999842241,1.999999891
X173829_45,1.999770532,1.999999971
X173833_55,1.995109964,1.999575078
X173833_61,1.749719922,1.999575078
X173834_42,1.938259416,1.993155994
X173834_61,1.889930644,1.968880245
X173872_22,1.230769231,1.951740637
X173880_28,1.641911443,1
X173880_41,1.838151499,1.998487228
X173880_50,1.999999986,NA
X173880_61,1.999999987,2
X173885_31,1.999644416,NA
X173885_36,1.999713425,NA
X173885_59,1.92924789,NA
X173885_62,1.611442611,NA
X173887_49,1.987672275,1.881355932
X173891_18,1.999989749,NA
X173891_26,1.996105962,NA
X173891_38,1.841549541,NA
X173891_49,1.99999341,NA
X173891_58,1.977769518,NA
X173894_41,1.718385012,NA
X173894_60,1.71084417,NA
X173896_15,1.945737832,1
X173896_20,1.78860604,1.963109354
X173896_58,1.995137952,1.963109354
X173901_38,1.99919985,NA
X173901_53,1.999606263,NA
X173905_64,1.999998292,2
X173916_52,1.983978621,1.972979961
X173920_17,1.884763303,1.999999235
X173924_13,1.574651131,1.935537649
X173924_21,1.999960345,1.999999998
X173924_62,1.999018649,1.996889088
X173927_33,2,NA
X173927_39,1.985015323,NA
X173927_64,1.98728688,NA
X173928_6,1.512121212,NA
X173941_8,1.574651131,1.918400258
X173941_13,1.999996346,1.999999965
X173941_39,1.999986508,1.999992116
X173941_42,1.999986508,1.999992116
X173942_67,1.920229954,1.517241379
X173943_22,1.817664038,NA
X173943_58,1.829548859,NA
X173949_10,1.995137952,1.998617372
X173949_47,1.909721774,1.99974615
X173950_31,1.648295074,1.996889088
X173950_33,1.880909574,1.737704918
X173950_50,1.880909574,1.737704918
X173953_38,1.77609178,1.906204906
X173953_58,1.782864186,1.535714286
X173964_65,1.749719922,1.483870968
X173964_67,1.749719922,1.483870968
X173964_68,1.749719922,1.483870968
X173971_65,1.78860604,1.966400106
X173976_22,1.558052434,NA
X173985_56,1,1.951740637
X173993_54,1.956592864,1.968880245
X173994_11,1.995626451,1.999998035
X173998_29,1,1.973907226
X173999_23,1.661471861,NA
X174005_19,1.999999072,1.996889088
X174005_37,1.999999992,2
X174015_13,1.589500861,NA
X174018_66,1.997077642,1.999748501
X174029_56,1.999999998,1.576923077
X174029_61,1.999999995,1.576923077
X174036_6,1.999996298,NA
X174036_13,1.689176688,NA
X174037_53,1.762759412,1.517241379
X174039_55,1.970012379,1.6
X174039_61,1.817664038,1
X174039_63,1.696124558,NA
X174039_64,1.681881939,1
X174039_65,1.681881939,1
X174046_34,1.889930644,1
X174053_65,1.999760011,NA
X174063_45,1.969061235,1.5
X174069_38,1.999997804,NA
X174069_56,1.999999967,NA
X174071_31,1.999997793,1.999748501
X174074_44,1.529605263,NA
X174074_56,1.999691857,NA
X174074_67,1.774550976,NA
X174077_37,1.997626231,1.999982014
X174078_47,1.724547264,1.868852459
X174079_7,1.761441091,NA
X174092_60,1.99390086,1.999999998
X174093_9,2,NA
X174093_32,1.85438612,NA
X174111_5,1.882019874,1.906204906
X174111_62,1.999999303,1.999999872
X174127_27,1.999999649,1.999976822
X174127_59,1.99988974,1.997712469
X174129_55,2,1.952821462
X174134_49,1.357142857,1.998487228
X174140_5,1.679731243,1.999999993
X174140_10,1.679731243,1.999999993
X174140_42,1.679731243,1.999999993
X174146_50,1.999990061,1.807127883
X174146_66,1.561044547,1.788961039
X174159_11,1.988348088,1.993155994
X174159_51,1.998866454,1.999958189
X174161_40,1.230769231,1.807127883
X174161_57,1.994005644,1
X174167_22,1.612341772,1.951740637
X174167_43,1.952223337,1.951740637
X174174_58,1.99720958,1
X174186_39,1.945737832,1.754237288
X174195_26,1.91360024,NA
X174199_48,1.375,1.990692114
X174199_58,1.911865283,1.517241379
X174201_14,1.762759412,1
X174201_24,1.972047807,1.868852459
X174207_27,1.999484996,1.968880245
X174216_9,1.999999778,NA
X174216_55,2,NA
X174216_62,2,NA
X174221_25,1.996033943,1.993155994
X174223_12,1.998428448,2
X174228_22,1.999973443,NA
X174228_43,1.979068192,NA
X174231_54,1.996054559,1.999754133
X174234_5,1.999999992,2
X174234_7,1.999999992,2
X174234_17,1.661471861,1.999983056
X174234_30,1.989871781,1.999983056
X174252_47,1.698837394,NA
X174256_22,1.999995024,1.999991616
X174257_35,1.999968756,1.999965887
X174259_58,1.838151499,1.993155994
X174283_19,1.999998624,1.999999993
X174283_21,1.876383428,1.5
X174289_15,1.956685308,1
X174302_10,1.966992148,NA
X174305_29,1.999949176,NA
X174309_9,1.805919275,1
X174318_58,1.999751709,1.998617372
X174322_39,1,1.982779275
X174322_58,1,1.959296469
X174345_49,NA,1.864361702
X174350_36,1.999933014,1.982779275
X174350_40,1.78860604,1
X174350_43,1.999370952,1.535714286
X174359_39,1.348837209,1.807127883
X174359_63,1.348837209,1.807127883
X174365_58,1.999999998,2
X174378_19,NA,1.963109354
X174380_65,1.8657725,1.807127883
X174388_14,1.999999942,1.999999998
X174388_32,1,1.935537649
X174390_39,1.965762284,1.999748501
X174392_33,1.999999986,1.999997084
X174392_34,1.999999986,1.999997084
X174392_41,1.996468307,1.999938191
X174393_39,1.999999999,1.999223903
X174393_45,1.85970074,1
X174396_25,1.929925188,NA
X174400_45,1.794333968,NA
X174400_66,1.998311899,NA
X174400_68,1.998311899,NA
X174404_67,1.884763303,1.754237288
X174407_41,1.724547264,NA
X174408_20,1.999907078,1.996335048
X174408_22,1.74331259,1
X174409_30,1.939309866,1
X174415_20,1.999935523,NA
X174417_5,NA,1.997560837
X174417_19,NA,1.999999993
X174419_9,2,2
X174426_45,1.999999921,1.999938191
X174431_36,1.999999391,1.998156551
X174445_63,1.589500861,NA
X174448_7,1.997571882,1.994788588
X174454_19,NA,1.999950677
X174454_56,NA,2
X174454_57,NA,2
X174454_62,NA,2
X174461_23,NA,1.517241379
X174465_20,1.876383428,1
X174466_61,1.999999943,NA
X174468_49,1.749761968,1.999765366
X174468_52,1.288461538,1.992682512
X174475_8,1.263157895,1.881355932
X174476_41,1.561044547,1.996889088
X174476_68,1.749719922,1
X174479_48,1.996428761,1.996813433
X174480_21,1.999994335,2
X174480_47,1.946665082,1.999754133
X174484_10,1.77609178,1
X174493_18,1.61931239,NA
X174497_9,1.762759412,1.935537649
X174507_53,1.999999999,2
X174508_17,1.848467182,1.737704918
X174508_28,1.654787708,1.968880245
X174514_19,1.999999924,2
X174518_30,1.965811986,1
X174518_40,1.965811986,1
X174518_53,1.999999996,2
X174518_64,1.965811986,1
X174524_26,1.99977341,1.996889088
X174524_68,1.996797417,1.999399992
X174526_23,1.883970842,1.517241379
X174530_10,1.99919985,1.999998592
X174533_28,1.945420495,1.807127883
X174543_33,1.999999334,NA
X174547_48,1.99995311,2
X174565_12,1.698837394,NA
X174565_30,1.708716377,NA
X174565_60,1.708716377,NA
X174565_61,1.999994553,NA
X174566_59,1.996348103,NA
X174570_60,NA,1.999973923
X174574_45,1.990722859,1.943800178
X174580_53,2,NA
X174584_42,1.874404423,1
X174586_15,1.999998465,1.999998742
X174589_39,1,1.941836735
X174599_22,1.999992201,NA
X174599_45,1.997722886,NA
X174610_12,1.92078496,1.807127883
X174612_39,1.905815945,1
X174613_37,1.928420119,1.999840597
X174619_14,1.554461942,1.996889088
X174626_10,1.234375,1.807127883
X174635_67,1.959173479,1.788961039
X174641_21,1.654787708,1.788961039
X174641_32,1.654787708,1.788961039
X174641_45,1.99999158,1.992909113
X174641_55,1.736981111,1.959296469
X174648_58,1.766171286,1
X174651_26,1.997538479,1.943800178
X174656_8,1.689176688,NA
X174656_14,1.973228713,NA
X174656_15,1.992885952,NA
X174656_22,1.679731243,NA
X174656_27,1.708716377,NA
X174656_33,1.538778312,NA
X174656_46,1.548256092,NA
X174656_54,1.992604978,NA
X174661_24,1.679731243,1.999864798
X174670_46,1.283018868,1.996813433
X174672_68,1.999725577,1.999973923
X174673_12,1.9999999,NA
X174673_19,1.99999993,NA
X174687_21,1.996105962,2
X174687_24,1.999995792,2
X174687_54,2,2
X174694_5,1.99995602,1.999032198
X174694_62,1.661471861,1.5
X174707_22,1.858829625,1.972515856
X174711_31,1.964809806,NA
X174711_32,1.845216859,NA
X174713_21,1.993761113,1.988847014
X174713_25,1.995686237,1.988847014
X174713_26,1.836097001,NA
X174713_51,1.999999592,NA
X174733_32,1.829548859,1.535714286
X174739_38,1.981242862,1.951740637
X174741_56,1.999918861,1.999601493
X174743_62,1.948308458,1.788961039
X174750_38,1.641911443,1.996889088
X174757_31,1.999996138,1.999999819
X174757_35,1.999996138,1.999999217
X174757_37,2,2
X174764_10,1.889930644,1.989867485
X174765_6,1.999458433,1.754237288
X174765_34,1.999772007,1.999997084
X174765_52,1.998698424,1.999997084
X174765_54,1.999458433,1.754237288
X174768_27,1.999999197,1.893829401
X174768_28,1,1.978551394
X174768_29,1.611442611,1.978551394
X174768_32,1.990402781,1.893829401
X174768_47,1.267857143,1.893829401
X174794_28,1.809159006,NA
X174802_23,1.654787708,1.999748501
X174802_54,1.654787708,1.999748501
X174802_66,1.654787708,1.999748501
X174808_52,1.977452127,1.973907226
X174814_15,1,1.918400258
X174817_9,1.996764944,1
X174822_60,1.879589179,NA
X174823_6,1.999909577,1.999991616
X174823_28,1.999999997,2
X174827_16,1.988924369,1.999988135
X174830_64,1.999999995,2
X174834_52,1.999999477,2
X174845_49,NA,1.999765366
X174845_61,NA,1.978962223
X174847_57,1.674936637,1.985259063
X174856_14,1.238095238,1.998900189
X174866_5,1.974616866,1.999998592
X174868_59,1.863589043,NA
X174879_12,1,1.959296469
X174880_56,1.999999999,1.999999965
X174881_9,1.996428761,1.996889088
X174882_31,1.999583404,2
X174882_39,1.83553644,1.999895474
X174882_41,1.984182157,1.996889088
