,JPA_SP,JPA_AM,JTR_TC-II,JTR_GI,JTR_NI
X170610_66,1.893795094,1.877804566,1.901656315,1.80861244,1.885030759
X170615_9,1.742636449,1.678526582,1.368421053,1.285714286,1.45
X170615_16,1.111111111,1.080370292,1.2,1.45,1.45
X170615_66,1.699923606,1.411991872,1.764705882,1.607142857,1.727472527
X170621_10,1.730523627,1.515062713,1.2,1.405228758,1.2
X170621_23,1.887064404,1.873610526,1.845201238,1.553921569,1.833333333
X170621_40,1.730523627,1.515062713,1.2,1.405228758,1.2
X170621_57,1.583843159,1.697351375,1.50877193,1.222222222,1
X170621_68,1.583843159,1.697351375,1.50877193,1.222222222,1
X170626_48,1.766344661,1.678419217,1.311594203,1.50877193,1.47012987
X170634_44,1.22459893,1.043478261,NA,NA,NA
X170664_18,1.125,1,1.436758893,1.50877193,1.47012987
X170664_68,1.511818687,1.321730442,1.311594203,1.368421053,1.337662338
X170681_11,1.873943419,1.765277517,1.673957621,1,1
X170681_40,1.873943419,1.765277517,1.673957621,1,1
X170681_45,1,1,1.181818182,1,1.581544771
X170681_66,1.873943419,1.765277517,1.749145591,1,1
X170698_12,1,1.091381669,NA,NA,NA
X170698_49,1.368421053,1.208404047,NA,NA,NA
X170702_27,1.111111111,1.275337267,1.166666667,1,1.2
X170720_66,1.858823529,1.738284181,1.772727273,1.833333333,1.845201238
X170725_66,1,1,1,1.67254902,1
X170728_23,1.822134387,1.861525974,1.876373626,1.919191919,1.337662338
X170728_27,1.543948805,1.401137054,1.45,1,1.181818182
X170728_40,1.166666667,1.314992295,1.727472527,1.856565657,1.80861244
X170728_41,1.166666667,1.314992295,1.727472527,1.666666667,1.47012987
X170728_63,1.166666667,1.219807585,1.25,1,1
X170728_65,1.436758893,1.440986757,1.607142857,1.333333333,1
X170728_67,1.436758893,1.548389275,1.815934066,1.575757576,1.749145591
X170748_36,1.790739711,1.670102838,1.822134387,1.905882353,1.581544771
X170748_68,1.237903226,1.458190744,1.772727273,1.50877193,1.673957621
X170751_67,1.252873563,1.581450129,1.436758893,1.624148607,1.50877193
X170769_65,1.837535014,1.63926753,1.368421053,1.673957621,1
X170769_66,1.699923606,1.596174844,1.368421053,1.673957621,1
X170775_52,1,1.064516129,1.166666667,1.368421053,1
X170805_66,1.611713191,1.292443097,NA,NA,NA
X170815_68,1.133333333,1.115013169,NA,NA,NA
X170823_67,1.512632934,1.67857374,1.717234262,1.2,1.337662338
X170824_67,1.88698896,1.877804566,1.764705882,1.917647059,1.885030759
X170834_30,1.117647059,1.075802838,1.337662338,1.25,1
X170834_68,1.321524064,1.537503974,1,1,1
X170836_60,1.738394649,1.81261061,1.50877193,1.50877193,1.673957621
X170836_68,1.738394649,1.531646325,1.845201238,1.790299278,1.885030759
X170840_17,1.111111111,1.188123609,1,1,1.368421053
X170840_63,1.212698413,1.318377293,1,1,1.368421053
X170847_29,1.749145591,1.56441396,NA,NA,NA
X170873_54,1.382173382,1.303615575,1.50877193,1,1.181818182
X170873_66,1.75995116,1.861188437,1.905882353,1.764705882,1.673957621
X170884_13,1,1.12202381,NA,NA,NA
X170887_13,1.487752286,1.390385495,1,1,1
X170887_67,1.724512679,1.195452384,1.311594203,1.47012987,1.337662338
X170924_40,1.321524064,1.24866464,NA,NA,NA
X170956_35,NA,NA,1.47012987,1.222222222,1
X170965_32,1.465749936,1.370995923,1.166666667,1,1.581544771
X170965_36,1,1.149966526,1.311594203,1.222222222,1
X170965_67,1.858823529,1.833114841,1.772727273,1.222222222,1.80861244
X170971_34,1,1.149966526,1.166666667,1,1
X170971_68,1.724512679,1.786938459,1.859683794,1.917647059,1.80861244
X170973_10,1.583843159,1.726160486,1.885030759,1.917647059,1.903622693
X170973_66,1.583843159,1.726160486,1.885030759,1.917647059,1.903622693
X170974_59,1,1.144352483,1.764705882,1,1
X170980_66,1.430589544,1.498758263,NA,NA,NA
X170999_65,1,1.052631579,1.673957621,1.67254902,1.47012987
X171002_65,1.22459893,1.350307287,NA,NA,NA
X171003_67,1.111111111,1.277525235,1.311594203,1.222222222,1
X171011_68,1.886034256,1.804063861,NA,NA,NA
X171067_69,1.142857143,1.08,NA,NA,NA
X171068_68,1.846524357,1.730082694,1.337662338,1.368421053,1.581544771
X171069_27,1.815544609,1.678475265,1.749145591,1.575757576,1.337662338
X171069_43,1.45444262,1.335986117,1.181818182,1,1
X171086_16,1.142857143,1.151635846,1,1,1
X171086_21,1.289230769,1.159691482,1.405228758,1.368421053,1
X171086_42,1.2,1.350307287,NA,NA,NA
X171086_61,1.480976801,1.307018797,1.25,1.2,1.505494505
X171086_67,1.368421053,1.605564264,1.285714286,1.50877193,1
X171121_46,1.790739711,1.797909668,1.673957621,1.952380952,1.880718954
X171121_68,1.702558398,1.498758263,1,1.666666667,1.764705882
X171136_52,1.382173382,1.221298149,1,1.285714286,1
X171142_66,1.824388209,1.765277517,NA,NA,NA
X171147_52,1.337662338,1.225987901,NA,NA,NA
X171147_68,1.47012987,1.401137054,NA,NA,NA
X171161_66,1.382173382,1.382336531,NA,NA,NA
X171164_36,1.166666667,1.307018797,NA,NA,NA
X171164_53,1.311594203,1.651369464,NA,NA,NA
X171169_37,1.647246941,1.543670886,1,1.553921569,1.553921569
X171169_67,1.824388209,1.657221022,1.67254902,1.908496732,1.553921569
X171183_18,1.237903226,1.426281546,1,1,1
X171183_34,1.237903226,1.235315876,1.710615471,1.717234262,1.45
X171183_42,1.675606641,1.660237855,1.2,1.368421053,1
X171183_67,1.675606641,1.660237855,1.2,1.368421053,1
X171237_7,1.166666667,1.391517022,NA,NA,NA
X171260_13,1.339516129,1.418592487,1,1,1.368421053
X171269_66,1.620816802,1.605489539,NA,NA,NA
X171290_15,1.898412698,1.877689437,1.859683794,1.673957621,1.749145591
X171290_23,1.898412698,1.877689437,1.859683794,1.673957621,1.749145591
X171290_67,1.611713191,1.490907405,1.436758893,1.47012987,1.581544771
X171303_19,1.822134387,1.759400733,NA,NA,NA
X171311_50,1.166666667,1.323384948,NA,NA,NA
X171311_68,1.181818182,1.33223005,1,1,1.368421053
X171314_18,1.237903226,1.19171825,1,1,1.50877193
X171314_46,1.237903226,1.405189705,1.853588517,1.67032967,1.337662338
X171314_66,1.898776418,1.820604992,1.853588517,1.869130869,1.885030759
X171359_10,1.382173382,1.271777797,NA,NA,NA
X171359_45,1.738394649,1.751001939,NA,NA,NA
X171360_57,1.409047783,1.093516925,1.772727273,1.911538462,1.80861244
X171360_67,1.409047783,1.093516925,1.772727273,1.911538462,1.80861244
X171361_13,1.237903226,1.55545022,1.581544771,1.2,1.581544771
X171361_15,1.237903226,1.239995634,1.47012987,1,1.337662338
X171361_27,1.702558398,1.728042391,1.181818182,1.673957621,1.581544771
X171361_29,1.237903226,1.239995634,1.47012987,1,1.337662338
X171361_57,1.339516129,1.426281546,1,1,1.181818182
X171361_68,1.511818687,1.481036078,1.181818182,1.749145591,1
X171363_8,1.583843159,1.678215118,1.883384933,1.790299278,1.285714286
X171363_51,1.125,1.278752826,1.368421053,1.624148607,1.789210789
X171379_47,1.22459893,1.131697893,NA,NA,NA
X171379_68,1.321524064,1.131697893,NA,NA,NA
X171394_48,1.534504711,1.244863983,1.368421053,1.25,1.25
X171394_66,1.855528722,1.806305186,1.673957621,1,1.607142857
X171403_68,1.510635452,1.598328053,1.166666667,1.45,1.2
X171410_66,1.801944972,1.839439954,NA,NA,NA
X171410_67,1.583843159,1.314992295,NA,NA,NA
X171411_16,NA,NA,1.311594203,1.607142857,1.337662338
X171411_68,NA,NA,1.901656315,1.923076923,1.853588517
X171413_13,1.445573393,1.155795785,1.311594203,1.2,1.47012987
X171422_27,1,1.131697893,1,1.505494505,1
X171439_65,1.88698896,1.686807056,1.772727273,1.727472527,1.749145591
X171439_68,1.88698896,1.686807056,1.772727273,1.727472527,1.749145591
X171440_28,1,1.323384948,NA,NA,NA
X171441_20,1,1.159691482,NA,NA,NA
X171441_26,1,1.159691482,NA,NA,NA
X171441_67,1.887068966,1.867606593,NA,NA,NA
X171441_68,1.887068966,1.867606593,NA,NA,NA
X171452_67,1.321524064,1.165439641,NA,NA,NA
X171464_8,1.285714286,1.184135378,NA,NA,NA
X171486_23,1.142857143,1.155559669,NA,NA,NA
X171486_54,1.153846154,1.164048228,NA,NA,NA
X171502_13,1.359605911,1.054054054,NA,NA,NA
X171513_67,1.80861244,1.678215118,1.727472527,1.2,1.222222222
X171551_21,1.125,1.100566101,1,1,1.181818182
X171551_36,1.895856507,1.871914885,1.624148607,1.869130869,1.749145591
X171551_68,1.89706258,1.876775856,1.624148607,1.869130869,1.749145591
X171555_10,1.105263158,1.336749145,1.822134387,1.749145591,1.673957621
X171555_24,1.573257468,1.364944545,1.710615471,1.581544771,1.181818182
X171574_7,1.67254902,1.717881202,NA,NA,NA
X171588_35,1.727472527,1.268564622,NA,NA,NA
X171599_46,1.125,1.039215686,1.436758893,1.2,1.50877193
X171599_66,1.824388209,1.863860268,1.543948805,1.624148607,1.368421053
X171602_68,1.624148607,1.351428835,NA,NA,NA
X171638_31,1,1.04,1.181818182,1.505494505,1
X171638_37,1,1.348315896,1.181818182,1.505494505,1.337662338
X171638_66,1.305322129,1.483286473,1,1.505494505,1
X171647_64,1.430589544,1.264993859,1.543948805,1.368421053,1.47012987
X171656_34,1.117647059,1.04,1,1,1.337662338
X171656_68,1.831593928,1.783143023,1.166666667,1.673957621,1.181818182
X171691_24,1,1,1.222222222,1.45,1.181818182
X171691_34,1.581544771,1.664386127,NA,NA,NA
X171691_41,1.142857143,1.244863983,1.222222222,1,1
X171691_58,1.624148607,1.632758108,NA,NA,NA
X171694_61,1.480976801,1,1,1,1
X171709_38,1.26984127,1.184461368,1.181818182,1.405228758,1
X171709_67,1.599331104,1.560995621,1.581544771,1.553921569,1.749145591
X171744_55,1.558176643,1.354396669,NA,NA,NA
X171744_68,1.894773159,1.877583251,NA,NA,NA
X171751_66,1.872330367,1.781459756,NA,NA,NA
X171757_38,1.212698413,1.040816327,1,1,1.337662338
X171757_58,1.212698413,1.411991872,1.337662338,1,1
X171757_66,1.699923606,1.603776562,1.581544771,1.50877193,1.749145591
X171793_16,1,1.208404047,1.2,1,1.45
X171793_25,1.45444262,1.382336531,1.790299278,1.607142857,1.727472527
X171793_28,1.89706258,1.795810862,1.717234262,1.67032967,1.911538462
X171793_47,1.133333333,1.055555556,1.2,1,1.25
X171793_54,1.133333333,1.111801242,1.2,1.505494505,1
X171793_55,1.133333333,1.111801242,1.2,1.505494505,1
X171812_9,1.311594203,1.173513986,NA,NA,NA
X171812_18,1.166666667,1.173513986,NA,NA,NA
X171819_10,1.84029304,1.629050614,NA,NA,NA
X171819_14,1.804542125,1.863162488,NA,NA,NA
X171819_19,1.26984127,1.384681788,NA,NA,NA
X171819_44,1.26984127,1.138961039,NA,NA,NA
X171819_45,1.26984127,1.138961039,NA,NA,NA
X171824_27,1.811204482,1.88155035,1.624148607,1.624148607,1.80861244
X171824_47,1.212698413,1.612331274,1.50877193,1.368421053,1.47012987
X171824_59,1.651218063,1.751413218,1.50877193,1.790299278,1.337662338
X171824_66,1.389508531,1.426281546,1.624148607,1,1.47012987
X171836_66,1.289230769,1.281259581,NA,NA,NA
X171836_67,1.289230769,1.281259581,NA,NA,NA
X171843_22,1.512632934,1.425274057,1.166666667,1.47012987,1
X171843_59,1.861545756,1.775776401,1.772727273,1.581544771,1.337662338
X171843_60,1.88667615,1.871986022,1.822134387,1.80861244,1.337662338
X171843_67,1.88667615,1.871986022,1.822134387,1.80861244,1.337662338
X171870_26,1.611713191,1.860399298,1.581544771,1.607142857,1.581544771
X171870_50,1.900383142,1.704736852,1.80861244,1.876373626,1.749145591
X171870_66,1.900383142,1.704736852,1.80861244,1.876373626,1.749145591
X171871_28,1,1,1.337662338,1,1
X171871_55,1.538222952,1.705863055,1.47012987,1,1
X171877_65,1,1.189947399,NA,NA,NA
X171891_33,1,1.078787879,1.405228758,1,1
X171891_37,1.201991465,1.324041326,1.25,1.25,1.337662338
X171891_45,1.724512679,1.811268229,1.285714286,1.405228758,1.749145591
X171891_66,1.719772404,1.703703536,1.856565657,1.923076923,1.903622693
X171892_26,1.75995116,1.834812906,1.50877193,1.876373626,1
X171906_17,1,1,1.436758893,1,1
X171906_62,1.305322129,1.392219787,1.886034256,1.905882353,1.717234262
X171910_68,1.596197267,1.607084238,1.710615471,1.50877193,1.749145591
X171931_66,1.558176643,1.329907344,1.166666667,1,1.2
X171940_48,1.675606641,1.659326312,NA,NA,NA
X171940_68,1.359605911,1.355618404,NA,NA,NA
X171947_67,1.573257468,1.732413978,1.906832298,1.909774436,1.903622693
X171948_16,1.389508531,1.419018892,1.311594203,1,1.181818182
X171948_37,1.305322129,1.454187751,1.166666667,1,1.181818182
X171948_68,1.742636449,1.651428374,1,1.624148607,1.2
X171955_68,1.512632934,1.377246651,1,1.368421053,1
X171968_21,1.181818182,1.100566101,NA,NA,NA
X171992_62,1.201991465,1.149966526,1.166666667,1.181818182,1
X171998_43,1,1.395737337,NA,NA,NA
X171998_69,1.790635452,1.678357754,NA,NA,NA
X172009_66,1.831593928,1.713780189,1.166666667,1.25,1.581544771
X172009_68,1.766344661,1.853178824,1.822134387,1.923076923,1.903622693
X172012_30,1.26984127,1,NA,NA,NA
X172012_66,1.75995116,1.854098491,NA,NA,NA
X172014_35,1.22459893,1.226480229,1.436758893,1.50877193,1
X172049_10,1,1.129943503,NA,NA,NA
X172055_32,1.742636449,1.689092929,NA,NA,NA
X172055_67,1.742636449,1.689092929,NA,NA,NA
X172061_15,1,1.189947399,NA,NA,NA
X172061_39,1,1.184135378,NA,NA,NA
X172082_11,1,1.078787879,1.166666667,1.368421053,1
X172082_13,1.811204482,1.881336827,1.634763787,1.905882353,1.673957621
X172082_14,1.212698413,1.116388374,1.166666667,1,1
X172082_66,1.811204482,1.881336827,1.634763787,1.905882353,1.673957621
X172108_61,1,1,1.166666667,1.181818182,1.181818182
X172145_6,1.389508531,1.152825711,1.634763787,1.50877193,1.673957621
X172163_28,1.487752286,1.19171825,1.634763787,1.853588517,1.80861244
X172166_58,1.510635452,1.556915405,1.624148607,1.553921569,1.789210789
X172166_68,1.510635452,1.545838526,1.50877193,1.553921569,1.67032967
X172167_67,1.893795094,1.783143023,1.909774436,1.624148607,1.853588517
X172172_13,1.750250278,1.877771307,1.436758893,1.368421053,1.749145591
X172172_68,1.339516129,1.250847438,1.543948805,1.368421053,1.47012987
X172182_25,1.901656315,1.884654093,NA,NA,NA
X172183_28,1,1.246791145,NA,NA,NA
X172184_19,1.651218063,1.56666349,1.634763787,1.853588517,1.749145591
X172184_48,1.596197267,1.626104963,1.886034256,1.853588517,1.47012987
X172196_19,1.853588517,1.873736064,NA,NA,NA
X172203_67,1.651218063,1.490907405,1,1.368421053,1.337662338
X172208_66,1.237903226,1.211958969,1,1.717234262,1.581544771
X172229_55,1.166666667,1.159691482,NA,NA,NA
X172229_67,1,1.155559669,NA,NA,NA
X172229_68,1,1.155559669,NA,NA,NA
X172239_68,1.894773159,1.862613086,1.822134387,1.885030759,1.673957621
X172243_33,1.321524064,1.244863983,1.311594203,1,1.50877193
X172243_36,1.117647059,1.244863983,1,1,1.2
X172243_55,1.872330367,1.883378535,1.903622693,1.505494505,1.790299278
X172243_68,1.620816802,1.596174844,1.543948805,1.67032967,1.883384933
X172260_19,1.389508531,1.652626411,1.634763787,1.607142857,1.845201238
X172273_66,1.88685171,1.877639707,1.911538462,1.869130869,1.880718954
X172285_29,1.337662338,1,NA,NA,NA
X172285_67,1.853588517,1.880094743,NA,NA,NA
X172286_25,1.583843159,1.696564639,NA,NA,NA
X172286_33,1.133333333,1.137735611,NA,NA,NA
X172286_68,1.611713191,1.697351375,NA,NA,NA
X172302_8,1,1.103157895,NA,NA,NA
X172339_11,1.88685171,1.863860268,1.634763787,1.80861244,1.749145591
X172339_66,1.742636449,1.84593947,1.886034256,1.903622693,1.885030759
X172343_68,1.567277167,1.536735395,NA,NA,NA
X172344_15,1.289230769,1,NA,NA,NA
X172344_19,1,1.728643261,NA,NA,NA
X172344_25,1,1.125859334,NA,NA,NA
X172344_26,1.311594203,1,NA,NA,NA
X172351_27,1.673957621,1.402477835,1.581544771,1.833333333,1.913312693
X172351_66,1.337662338,1.052631579,1.181818182,1.405228758,1.2
X172351_68,1.885030759,1.858202405,1.673957621,1.764705882,1.368421053
X172357_12,1.2,1.311786315,1.543948805,1.67254902,1.673957621
X172358_18,1,1.118414918,NA,NA,NA
X172358_54,1.222222222,1.064516129,NA,NA,NA
X172366_67,1.777011494,1.795810862,1.337662338,1.50877193,1
X172377_31,1.75777281,1.877519322,1.903622693,1.790299278,1.581544771
X172377_35,1.676529161,1.882020593,1.908496732,1.45,1
X172389_67,1.252873563,1.208404047,NA,NA,NA
X172412_45,1.886935287,1.870437727,NA,NA,NA
X172412_57,1.898412698,1.653099864,NA,NA,NA
X172426_61,1.855528722,1.847469092,1.901656315,1.845201238,1.905882353
X172429_7,1,1.17255874,1,1.745454545,1.222222222
X172444_63,1,1.462014097,1.634763787,1.47012987,1.337662338
X172454_26,1.117647059,1.082017544,1.166666667,1.50877193,1
X172462_41,1.22459893,1.392219787,1.166666667,1,1.337662338
X172464_25,1.730523627,1.538762222,NA,NA,NA
X172464_26,1.730523627,1.538762222,NA,NA,NA
X172474_13,1.339516129,1,NA,NA,NA
X172474_23,1,1.143955276,NA,NA,NA
X172474_35,1,1.143955276,NA,NA,NA
X172474_38,1.730523627,1.483780288,NA,NA,NA
X172476_29,1.212698413,1.246459318,1,1,1
X172476_34,1.212698413,1.075802838,1,1,1
X172476_42,1.305322129,1.537503974,1,1.2,1.80861244
X172480_16,1.724512679,1.560995621,1.311594203,1,1.181818182
X172481_59,1.831593928,1.660237855,1.853588517,1.876373626,1.790299278
X172488_65,1.212698413,1.039215686,1,1.181818182,1.337662338
X172490_14,1,1,1,1.181818182,1.624148607
X172490_52,1.201991465,1.038461538,1,1,1.50877193
X172493_5,1,1.268564622,NA,NA,NA
X172494_5,1.724512679,1.811268229,1.710615471,1.505494505,1.80861244
X172494_8,1.887068966,1.874870719,1.903622693,1.93006993,1.903622693
X172497_52,1.511818687,1.609074658,1.80861244,1.405228758,1.45
X172502_66,1,1.255213545,NA,NA,NA
X172505_38,1.305322129,1.286512228,1.337662338,1.368421053,1
X172505_58,1.305322129,1.286512228,1.337662338,1.368421053,1
X172510_64,1.445573393,1.392219787,1.166666667,1.368421053,1
X172514_34,1.430589544,1.199334252,1.543948805,1,1.337662338
X172514_50,1.237903226,1,1.311594203,1,1
X172517_5,1,1.118688197,1.2,1,1.222222222
X172518_28,1.75777281,1.492464974,1.337662338,1.222222222,1.47012987
X172526_33,1.790739711,1.41168399,NA,NA,NA
X172526_65,1.133333333,1.095754291,NA,NA,NA
X172535_8,1.724512679,1.871105913,1.634763787,1.905882353,1.790299278
X172537_58,1.26984127,1.55545022,1.311594203,1.50877193,1.581544771
X172543_23,1.389508531,1.532655914,NA,NA,NA
X172543_49,1.305322129,1.404446067,NA,NA,NA
X172556_38,1.359605911,1.044444444,1.181818182,1,1
X172556_44,1.777011494,1.809567586,1.181818182,1,1.50877193
X172556_46,1.675606641,1.280814734,1.903622693,1.764705882,1.368421053
X172556_48,1.133333333,1.17255874,1.181818182,1,1
X172556_53,1.359605911,1.044444444,1.337662338,1,1
X172556_54,1.252873563,1.044444444,1.181818182,1,1
X172556_59,1.359605911,1.611551348,1.47012987,1.833333333,1.790299278
X172556_68,1.777011494,1.809567586,1.181818182,1,1.50877193
X172561_38,1.201991465,1.162095372,1,1,1
X172561_67,1.29065908,1.298016833,1.673957621,1,1
X172562_40,1.237903226,1.15888331,1.311594203,1,1
X172563_60,1.321524064,1.348315896,1.634763787,1.717234262,1.790299278
X172567_5,1.811204482,1.848809691,1.853588517,1.903622693,1.909774436
X172567_57,1.84248459,1.846032976,1.853588517,1.909774436,1.909774436
X172573_46,1,1.12202381,1.2,1,1.25
X172573_56,1.675606641,1.715530646,1.883384933,1.833333333,1.876373626
X172578_40,1.886935287,1.814330427,1.845201238,1.790299278,1.624148607
X172582_46,1,1.083733699,1.166666667,1,1.337662338
X172586_14,1.902222222,1.883754703,1.634763787,1.67032967,1.790299278
X172592_57,1.237903226,1.373567084,NA,NA,NA
X172598_48,1.642002442,1.700223183,1.80861244,1.607142857,1
X172605_43,1.887068966,1.863810921,1.845201238,1.67032967,1.833333333
X172605_51,1.887068966,1.863810921,1.845201238,1.67032967,1.876373626
X172607_31,1.237903226,1.128873,1.166666667,1,1
X172608_60,1.339516129,1.093516925,1.311594203,1,1
X172608_63,1.125,1.335037919,1.311594203,1.50877193,1.581544771
X172612_20,1.389508531,1.591460764,1.624148607,1.285714286,1.368421053
X172612_30,1.88685171,1.877639707,1.553921569,1.333333333,1.624148607
X172612_38,1.62778568,1.383706413,1,1,1
X172612_54,1,1.078787879,1.222222222,1.727472527,1
X172612_60,1.88685171,1.794349961,1.67254902,1,1.624148607
X172615_8,1.779645191,1.695844992,1.710615471,1.845201238,1.47012987
X172615_16,1.111111111,1.15888331,1.311594203,1,1
X172625_40,1.573257468,1.114175888,NA,NA,NA
X172637_15,1.212698413,1.162095372,1,1,1
X172638_8,1.89993311,1.867606593,NA,NA,NA
X172639_61,1.252873563,1.17635239,1,1,1.181818182
X172643_18,1.872330367,1.880152433,1.749145591,1.915084915,1.749145591
X172643_19,1.872330367,1.880183641,1.749145591,1.915084915,1.749145591
X172643_63,1.872330367,1.880183641,1.749145591,1.915084915,1.749145591
X172647_65,1.873943419,1.653727192,1.710615471,1.2,1.47012987
X172649_51,1.111111111,1.255393404,1.436758893,1,1.2
X172650_5,1.105263158,1.282382121,1.311594203,1.222222222,1.222222222
X172653_49,1.371713066,1.545234288,1.772727273,1.883384933,1.337662338
X172655_50,1,1.350307287,1.727472527,1.25,1.222222222
X172658_17,1,1,1.337662338,1.553921569,1
X172658_58,1,1,1.337662338,1.553921569,1
X172658_61,1.777011494,1.805277978,1.913312693,1.764705882,1.285714286
X172661_37,1.719772404,1.738284181,1.822134387,1.717234262,1.2
